Case 1: Area 3845883.2343749995, Perimeter 7844.4
Case 1375: Area 3850816.2444900004, Perimeter 7849.886
Case 1376: Area 1523624.5016300003, Perimeter 4985.994000000001
Case 1377: Area 2365476.793399, Perimeter 6157.12
Case 1378: Area 3859736.661659, Perimeter 7858.487999999999
Case 1379: Area 3860487.0970109995, Perimeter 7859.4
Case 1380: Area 3627928.2137080003, Perimeter 7619.678
Case 1381: Area 3766670.235492, Perimeter 7763.594
Case 1382: Area 3843290.208678, Perimeter 7842.022
Case 1383: Area 3840423.345148, Perimeter 7839.442
Case 1384: Area 3614553.143201, Perimeter 7604.796
Case 1385: Area 1566785.4990440002, Perimeter 5061.72
Case 1386: Area 3811281.7169210003, Perimeter 7810.26
Case 1387: Area 3796077.360048, Perimeter 7794.218
Case 1388: Area 1749485.7098619996, Perimeter 5353.773999999999
Case 1389: Area 3544963.612746, Perimeter 7534.15
Case 1390: Area 3756958.3502439996, Perimeter 7754.798
Case 1391: Area 3639711.0790319997, Perimeter 7633.516
Case 1392: Area 3758380.8368100002, Perimeter 7754.626
Case 1393: Area 3781923.017696, Perimeter 7779.66
Case 1394: Area 3925909.8616320007, Perimeter 7925.784000000001
Case 1395: Area 3577954.4748480003, Perimeter 7569.548000000001
Case 1396: Area 3615235.4367100005, Perimeter 7605.554
Case 1397: Area 3941073.06544, Perimeter 7940.956
Case 1398: Area 3385754.050512, Perimeter 7360.294
Case 1399: Area 3677238.746112, Perimeter 7670.674
Case 1400: Area 3791977.7647049995, Perimeter 7789.763999999999
Case 1401: Area 3806708.971082, Perimeter 7804.446
Case 1402: Area 3697157.490327, Perimeter 7691.456
Case 1403: Area 3833787.5909209996, Perimeter 7832.556
Case 1404: Area 3675398.947356, Perimeter 7671.65
Case 1405: Area 3796126.5564320004, Perimeter 7793.946
Case 1406: Area 3935590.750728, Perimeter 7935.332
Case 1407: Area 2995775.340663, Perimeter 6923.487999999999
Case 1408: Area 1126162.300086, Perimeter 4313.174
Case 1409: Area 3665106.802328, Perimeter 7657.817999999999
Case 1410: Area 2585058.056212, Perimeter 6431.4259999999995
Case 1411: Area 3839523.401472, Perimeter 7838.264
Case 1412: Area 3711072.6379500004, Perimeter 7705.702
Case 1413: Area 3791822.057914, Perimeter 7789.13
Case 1414: Area 3841540.68927, Perimeter 7840.298
Case 1415: Area 3832417.3981139995, Perimeter 7830.67
Case 1416: Area 3530573.19472, Perimeter 7515.928
Case 1417: Area 3635395.0774809998, Perimeter 7629.1
Case 1418: Area 3922977.710871, Perimeter 7922.639999999999
Case 1419: Area 2937543.471694, Perimeter 6858.698
Case 1420: Area 3445175.80017, Perimeter 7425.474
Case 1421: Area 2691991.58897, Perimeter 6568.842000000001
Case 1422: Area 1156022.764452, Perimeter 4301.674
Case 1423: Area 3618517.2431699997, Perimeter 7610.726
Case 1424: Area 3669504.8770169998, Perimeter 7662.924
Case 1425: Area 3697177.3462079996, Perimeter 7691.748
Case 1426: Area 3890754.688308, Perimeter 7890.178
Case 1427: Area 3787827.75778, Perimeter 7784.938
Case 1428: Area 3323185.73495, Perimeter 7291.889999999999
Case 1429: Area 3910619.7482280005, Perimeter 7910.158
Case 1430: Area 3642614.858736, Perimeter 7637.526
Case 1431: Area 3835896.3245459995, Perimeter 7835.09
Case 1432: Area 3943240.333851, Perimeter 7943.08
Case 1433: Area 3878750.4949999996, Perimeter 7877.94
Case 1434: Area 3909100.05666, Perimeter 7908.626
Case 1435: Area 3694871.756604, Perimeter 7689.9580000000005
Case 1436: Area 3846090.2510399995, Perimeter 7845.608
Case 1437: Area 3730163.6825999995, Perimeter 7725.505999999999
Case 1438: Area 3796116.3090480003, Perimeter 7793.452
Case 1439: Area 3786693.238845, Perimeter 7784.196
Case 1440: Area 3871418.5050830003, Perimeter 7870.632
Case 1441: Area 3610192.602722, Perimeter 7604.454
Case 1442: Area 3818192.0778580005, Perimeter 7816.078
Case 1443: Area 3807617.165714, Perimeter 7805.25
Case 1444: Area 3910681.444309, Perimeter 7910.188
Case 1445: Area 3812797.7607239997, Perimeter 7811.521999999999
Case 1446: Area 3799638.7547440003, Perimeter 7797.14
Case 1447: Area 3844808.157548, Perimeter 7843.638
Case 1448: Area 3795793.908217, Perimeter 7794.164
Case 1449: Area 3425157.728728, Perimeter 7410.818
Case 1450: Area 3594747.091494, Perimeter 7583.93
Case 1451: Area 3687406.6662959997, Perimeter 7681.394
Case 1452: Area 3156746.102459, Perimeter 7117.5599999999995
Case 1453: Area 3893538.285868, Perimeter 7892.848
Case 1454: Area 3723771.3781169998, Perimeter 7719.603999999999
Case 1455: Area 2568538.479104, Perimeter 6502.992
Case 1456: Area 3791091.7534879996, Perimeter 7789.188
Case 1457: Area 3333617.6418910003, Perimeter 7305.0160000000005
Case 1458: Area 3738254.8198320004, Perimeter 7736.466
Case 1459: Area 3128890.488984, Perimeter 7080.062
Case 1460: Area 3564126.5126900002, Perimeter 7552.578
Case 1461: Area 3737629.9751489996, Perimeter 7736.028
Case 1462: Area 3837712.9138040002, Perimeter 7837.4580000000005
Case 1463: Area 3812285.8172699995, Perimeter 7810.126
Case 1464: Area 3866945.4726600004, Perimeter 7866.158
Case 1465: Area 2673820.900884, Perimeter 6550.76
Case 1466: Area 3822341.677718, Perimeter 7820.718
Case 1467: Area 3912751.126285, Perimeter 7912.348
Case 1468: Area 3921428.8985470003, Perimeter 7921.064
Case 1469: Area 3824870.2467030003, Perimeter 7823.472
Case 1470: Area 3838168.224789, Perimeter 7836.5
Case 1471: Area 3747814.517584, Perimeter 7743.812
Case 1472: Area 3751208.0345, Perimeter 7747.32
Case 1473: Area 3732238.294785, Perimeter 7727.748
Case 1474: Area 2882036.77913, Perimeter 6823.626
Case 1475: Area 3747967.354094, Perimeter 7744.59
Case 1476: Area 3834657.4632659997, Perimeter 7832.966
Case 1477: Area 3926359.166424, Perimeter 7926.05
Case 1478: Area 3606732.371407001, Perimeter 7596.656000000001
Case 1479: Area 3720816.653664, Perimeter 7716.968
Case 1480: Area 3653874.1703749998, Perimeter 7648.32
Case 1481: Area 3589336.131738, Perimeter 7578.218
Case 1482: Area 3748282.3414399996, Perimeter 7747.644
Case 1483: Area 3813749.5506880004, Perimeter 7813.052000000001
Case 1484: Area 3899352.6684979997, Perimeter 7898.718
Case 1485: Area 3778148.2322720005, Perimeter 7775.3460000000005
Case 1486: Area 3956781.682461, Perimeter 7956.6759999999995
Case 1487: Area 2270245.631742, Perimeter 6134.946
Case 1488: Area 3702185.751133, Perimeter 7696.508
Case 1489: Area 3707241.3104600003, Perimeter 7706.718000000001
Case 1490: Area 3815223.82686, Perimeter 7813.776
Case 1491: Area 3383419.424715, Perimeter 7366.0560000000005
Case 1492: Area 3733307.063756, Perimeter 7728.93
Case 1493: Area 3779656.744844, Perimeter 7778.37
Case 1494: Area 3510635.1201899997, Perimeter 7496.414
Case 1495: Area 3775655.089178, Perimeter 7772.418
Case 1496: Area 3764281.124857, Perimeter 7761.196
Case 1497: Area 3525811.5222470006, Perimeter 7512.8640000000005
Case 1498: Area 3488798.401449, Perimeter 7472.972
Case 1499: Area 3856451.066464, Perimeter 7855.281999999999
Case 1500: Area 3810848.1956639998, Perimeter 7808.5599999999995
Case 1501: Area 3677931.003537, Perimeter 7671.996
Case 1502: Area 3537313.6224599998, Perimeter 7527.008
Case 1503: Area 3386579.754288, Perimeter 7367.942
Case 1504: Area 3918326.803425, Perimeter 7918.236
Case 1505: Area 3816582.069, Perimeter 7815.07
Case 1506: Area 3771736.468832, Perimeter 7768.524
Case 1507: Area 609012.0745480001, Perimeter 3454.9420000000005
Case 1508: Area 3725045.378341, Perimeter 7720.18
Case 1509: Area 3916533.5695899995, Perimeter 7916.342
Case 1510: Area 3776909.6149770003, Perimeter 7773.956
Case 1511: Area 3682965.1637500003, Perimeter 7679.59
Case 1512: Area 3577955.5794099993, Perimeter 7567.4259999999995
Case 1513: Area 3567942.726776, Perimeter 7564.17
Case 1514: Area 3722944.8386910004, Perimeter 7719.64
Case 1515: Area 3698710.5069359997, Perimeter 7693.34
Case 1516: Area 3846100.132512, Perimeter 7844.874
Case 1517: Area 3713975.1593569997, Perimeter 7709.124
Case 1518: Area 3633615.8739149994, Perimeter 7629.495999999999
Case 1519: Area 3706845.792288, Perimeter 7702.568
Case 1520: Area 3845840.1278, Perimeter 7844.442
Case 1521: Area 3928702.43388, Perimeter 7928.476000000001
Case 1522: Area 3796076.08765, Perimeter 7794.950000000001
Case 1523: Area 3441275.4768220005, Perimeter 7421.594000000001
Case 1524: Area 3592874.6268609995, Perimeter 7583.139999999999
Case 1525: Area 3314799.77544, Perimeter 7292.012000000001
Case 1526: Area 3784256.16514, Perimeter 7782.424
Case 1527: Area 3879810.08992, Perimeter 7878.956
Case 1528: Area 3764029.686242, Perimeter 7760.5740000000005
Case 1529: Area 3806769.699222, Perimeter 7804.654
Case 1530: Area 3808322.681452, Perimeter 7806.674
Case 1531: Area 3673024.5015300005, Perimeter 7670.198
Case 1532: Area 3559281.8461200004, Perimeter 7547.492
Case 1533: Area 3842095.9084199998, Perimeter 7840.632
Case 1534: Area 3279003.5784110003, Perimeter 7259.88
Case 1535: Area 3820079.76534, Perimeter 7818.016
Case 1536: Area 3891351.729408, Perimeter 7890.638
Case 1537: Area 3299467.2278400008, Perimeter 7267.164000000001
Case 1538: Area 3760221.5315199997, Perimeter 7757.031999999999
Case 1539: Area 3625837.4744559997, Perimeter 7619.414
Case 1540: Area 3959810.750052, Perimeter 7959.714
Case 1541: Area 3610703.5881000003, Perimeter 7600.862
Case 1542: Area 3844540.039846, Perimeter 7844.1939999999995
Case 1543: Area 3537409.240694, Perimeter 7526.802
Case 1544: Area 3549848.6212569997, Perimeter 7542.644
Case 1545: Area 3741458.100978, Perimeter 7737.878000000001
Case 1546: Area 3932018.3101500003, Perimeter 7931.93
Case 1547: Area 3647800.3147719996, Perimeter 7642.1359999999995
Case 1548: Area 3539979.5676949997, Perimeter 7527.456
Case 1549: Area 3314166.800175, Perimeter 7288.32
Case 1550: Area 3809088.651143, Perimeter 7807.968
Case 1551: Area 3537578.269536, Perimeter 7525.96
Case 1552: Area 46731.696584999976, Perimeter 2909.588
Case 1553: Area 3709845.94687, Perimeter 7704.938
Case 1554: Area 3681017.938683, Perimeter 7674.392
Case 1555: Area 3629814.7598619997, Perimeter 7626.566
Case 1556: Area 3521707.322582, Perimeter 7507.986
Case 1557: Area 3819678.1134160003, Perimeter 7817.734
Case 1558: Area 3818276.694232, Perimeter 7816.844
Case 1559: Area 3723855.411, Perimeter 7718.918
Case 1560: Area 3677870.939072, Perimeter 7674.564
Case 1561: Area 3722030.007024, Perimeter 7717.07
Case 1562: Area 3833361.3847950003, Perimeter 7832.568
Case 1563: Area 2951454.0613710005, Perimeter 6882.040000000001
Case 1564: Area 2604019.921236, Perimeter 6567.026
Case 1565: Area 3929959.7982989997, Perimeter 7929.719999999999
Case 1566: Area 3420847.992534, Perimeter 7398.25
Case 1567: Area 3910229.4380249996, Perimeter 7909.78
Case 1568: Area 3647003.848371, Perimeter 7639.4
Case 1569: Area 3800495.9063500003, Perimeter 7799.078
Case 1570: Area 3844052.6741429996, Perimeter 7842.512
Case 1571: Area 3886942.3272980005, Perimeter 7886.142
Case 1572: Area 3802982.1585210003, Perimeter 7801.644
Case 1573: Area 3223257.425448, Perimeter 7195.388
Case 1574: Area 2211249.7337479996, Perimeter 5986.661999999999
Case 1575: Area 3242909.1514500002, Perimeter 7206.786
Case 1576: Area 3604847.0616160003, Perimeter 7594.58
Case 1577: Area 3811323.486435, Perimeter 7809.255999999999
Case 1578: Area 3620460.308269, Perimeter 7613.54
Case 1579: Area 3949302.6928249993, Perimeter 7949.2919999999995
Case 1580: Area 2876903.763954, Perimeter 6793.858
Case 1581: Area 3591479.491754, Perimeter 7581.450000000001
Case 1582: Area 3482216.634324, Perimeter 7466.072
Case 1583: Area 3742653.056824, Perimeter 7738.43
Case 1584: Area 3816403.1023240006, Perimeter 7814.578
Case 1585: Area 3452633.872275, Perimeter 7437.1759999999995
Case 1586: Area 3685074.8726600003, Perimeter 7679.802
Case 1587: Area 2818378.5547680003, Perimeter 6716.112
Case 1588: Area 3828456.5382540002, Perimeter 7826.742
Case 1589: Area 1691652.707069, Perimeter 5210.052
Case 1590: Area 3903687.552625, Perimeter 7903.46
Case 1591: Area 3677292.230825, Perimeter 7673.9400000000005
Case 1592: Area 3729704.4477000004, Perimeter 7726.446
Case 1593: Area 2885553.921792, Perimeter 6828.044
Case 1594: Area 3739855.3629799997, Perimeter 7735.722
Case 1595: Area 3535962.5004600002, Perimeter 7529.744000000001
Case 1596: Area 66337.89476599997, Perimeter 2514.0299999999997
Case 1597: Area 3743760.7739769993, Perimeter 7741.6759999999995
Case 1598: Area 3919679.1998300003, Perimeter 7919.382
Case 1599: Area 3754732.3608959997, Perimeter 7753.82
Case 1600: Area 3791590.1868920005, Perimeter 7789.296
Case 1601: Area 3734466.432158, Perimeter 7731.4619999999995
Case 1602: Area 3587359.671186, Perimeter 7577.77
Case 1603: Area 3941320.5866099996, Perimeter 7941.106
Case 1604: Area 3141149.641416, Perimeter 7092.66
Case 1605: Area 3660067.771848, Perimeter 7653.238
Case 1606: Area 3765885.577882, Perimeter 7762.394
Case 1607: Area 3843004.77408, Perimeter 7841.974
Case 1608: Area 3780056.304024, Perimeter 7777.228
Case 1609: Area 3666201.1864190004, Perimeter 7659.24
Case 1610: Area 3120914.0921279998, Perimeter 7082.218
Case 1611: Area 2587945.618255, Perimeter 6447.232
Case 1612: Area 3762950.304069, Perimeter 7759.5
Case 1613: Area 3657543.950115, Perimeter 7655.928
Case 1614: Area 3897778.165864, Perimeter 7897.268
Case 1615: Area 3953187.93507, Perimeter 7953.058
Case 1616: Area 3744676.406448, Perimeter 7741.428
Case 1617: Area 3783650.926536, Perimeter 7781.62
Case 1618: Area 3942311.2035100004, Perimeter 7942.106
Case 1619: Area 3978752.29092, Perimeter 7978.724
Case 1620: Area 3851415.1810250008, Perimeter 7850.052000000001
Case 1621: Area 3722265.693124, Perimeter 7718.5779999999995
Case 1622: Area 3793843.8439529995, Perimeter 7792.132
Case 1623: Area 3513175.3532400005, Perimeter 7498.5380000000005
Case 1624: Area 3061509.145702, Perimeter 7019.4259999999995
Case 1625: Area 3435825.7348800004, Perimeter 7415.224
Case 1626: Area 3745991.2115299995, Perimeter 7743.846
Case 1627: Area 3346911.3641629997, Perimeter 7325.352
Case 1628: Area 3830773.9583999994, Perimeter 7829.8279999999995
Case 1629: Area 3678051.0715199998, Perimeter 7674.924
Case 1630: Area 3462250.839224, Perimeter 7446.522
Case 1631: Area 3679043.23712, Perimeter 7673.442
Case 1632: Area 3759212.525593, Perimeter 7756.748
Case 1633: Area 635487.085307, Perimeter 3206.424
Case 1634: Area 3750634.685954, Perimeter 7746.642
Case 1635: Area 3285035.3135240003, Perimeter 7263.4800000000005
Case 1636: Area 3851152.5450399998, Perimeter 7849.744
Case 1637: Area 2718211.690632, Perimeter 6599.606
Case 1638: Area 1702971.9958599997, Perimeter 5228.726
Case 1639: Area 2949147.563868, Perimeter 6890.742
Case 1640: Area 3880396.006398, Perimeter 7879.762
Case 1641: Area 3645369.074568, Perimeter 7638.362
Case 1642: Area 3821568.363054, Perimeter 7819.5419999999995
Case 1643: Area 3766403.984815, Perimeter 7763.7919999999995
Case 1644: Area 3864807.985768, Perimeter 7864.018
Case 1645: Area 3577781.3150039995, Perimeter 7566.592
Case 1646: Area 3437129.02759, Perimeter 7422.838
Case 1647: Area 3701700.1593359997, Perimeter 7699.9259999999995
Case 1648: Area 3545686.698216, Perimeter 7536.23
Case 1649: Area 3697053.887881, Perimeter 7696.364
Case 1650: Area 3648568.0083600003, Perimeter 7641.758
Case 1651: Area 3678412.305968, Perimeter 7673.1720000000005
Case 1652: Area 3718138.1695160004, Perimeter 7713.534000000001
Case 1653: Area 3672191.491654, Perimeter 7668.442
Case 1654: Area 3916103.2233749996, Perimeter 7915.76
Case 1655: Area 3888271.99584, Perimeter 7887.624
Case 1656: Area 2823773.4270240003, Perimeter 6756.07
Case 1657: Area 3891585.7258, Perimeter 7891.22
Case 1658: Area 3378775.225338, Perimeter 7352.582
Case 1659: Area 3727113.6962100007, Perimeter 7722.7660000000005
Case 1660: Area 3768188.4444019995, Perimeter 7765.614
Case 1661: Area 3701518.263498, Perimeter 7696.317999999999
Case 1662: Area 3878671.4811, Perimeter 7877.946
Case 1663: Area 3019052.022844, Perimeter 6955.498
Case 1664: Area 3858143.7244740003, Perimeter 7856.978
Case 1665: Area 3187491.162624, Perimeter 7144.872
Case 1666: Area 3778265.573552, Perimeter 7775.394
Case 1667: Area 3828902.407281, Perimeter 7828.58
Case 1668: Area 3889242.9746279996, Perimeter 7888.472
Case 1669: Area 3458726.2523519993, Perimeter 7439.2339999999995
Case 1670: Area 3721408.7376240003, Perimeter 7717.790000000001
Case 1671: Area 3687550.6541739996, Perimeter 7681.57
Case 1672: Area 796588.7850690001, Perimeter 4246.7480000000005
Case 1673: Area 3849475.63984, Perimeter 7848.0380000000005
Case 1674: Area 3586000.48264, Perimeter 7575.728
Case 1675: Area 3741269.190675, Perimeter 7738.424
Case 1676: Area 3947890.822499, Perimeter 7947.719999999999
Case 1677: Area 3670639.8043899997, Perimeter 7663.834
Case 1678: Area 3739911.9545299993, Perimeter 7735.7339999999995
Case 1679: Area 3801042.96936, Perimeter 7799.222
Case 1680: Area 3226380.5353060006, Perimeter 7187.710000000001
Case 1681: Area 3772770.5231279996, Perimeter 7769.451999999999
Case 1682: Area 3645378.276222, Perimeter 7637.206
Case 1683: Area 3683020.67966, Perimeter 7678.722
Case 1684: Area 3181023.221159, Perimeter 7136.88
Case 1685: Area 3913481.4137120005, Perimeter 7913.226000000001
Case 1686: Area 3568957.273268, Perimeter 7559.112
Case 1687: Area 3833178.58035, Perimeter 7831.402
Case 1688: Area 3687128.70196, Perimeter 7682.588
Case 1689: Area 2913767.518, Perimeter 6828.38
Case 1690: Area 3777694.485408, Perimeter 7774.532
Case 1691: Area 2972611.634283, Perimeter 6900.407999999999
Case 1692: Area 3262409.3709810004, Perimeter 7235.34
Case 1693: Area 3886927.30487, Perimeter 7886.118
Case 1694: Area 3861347.533993, Perimeter 7860.1720000000005
Case 1695: Area 3726556.0921320003, Perimeter 7722.494000000001
Case 1696: Area 3832212.5002859994, Perimeter 7831.4259999999995
Case 1697: Area 2882798.3337600003, Perimeter 6794.552
Case 1698: Area 3552123.2358510005, Perimeter 7549.16
Case 1699: Area 3723074.6080500004, Perimeter 7719.942000000001
Case 1700: Area 3894650.024097, Perimeter 7893.956
Case 1701: Area 3072194.809808, Perimeter 7011.228
Case 1702: Area 3817877.0490400004, Perimeter 7816.006
Case 1703: Area 3958537.231765, Perimeter 7958.4439999999995
Case 1704: Area 3737623.614096, Perimeter 7734.8060000000005
Case 1705: Area 3951034.7683949997, Perimeter 7950.9039999999995
Case 1706: Area 3516578.9739400004, Perimeter 7503.758
Case 1707: Area 3915444.462039, Perimeter 7915.168
Case 1708: Area 3917840.5695680003, Perimeter 7917.432000000001
